ec_id	go_id
2.4.1.120	GO:0050284
2.4.1.121	GO:0047215
2.4.1.122	GO:0016263
2.4.1.123	GO:0047216
2.4.1.125	GO:0047217
2.4.1.126	GO:0047218,GO:0102359,GO:0102361
2.4.1.127	GO:0047219
2.4.1.128	GO:0050275
2.4.1.129	GO:0008955
2.4.1.13	GO:0016157
2.4.1.131	GO:0004377
2.4.1.132	GO:0004378
2.4.1.133	GO:0046525
2.4.1.134	GO:0047220
2.4.1.135	GO:0015018
2.4.1.136	GO:0047913
2.4.1.137	GO:0047221
2.4.1.138	GO:0047222
2.4.1.139	GO:0050420
2.4.1.14	GO:0046524
2.4.1.140	GO:0033824
2.4.1.141	GO:0004577
2.4.1.142	GO:0004578
2.4.1.143	GO:0008455
2.4.1.144	GO:0003830
2.4.1.145	GO:0008454
2.4.1.146	GO:0047223
2.4.1.147	GO:0047224,GO:0106327,GO:0106328
2.4.1.148	GO:0047225,GO:0106325,GO:0106326
2.4.1.149	GO:0008457,GO:0008532
2.4.1.15	GO:0003825
2.4.1.150	GO:0008109
2.4.1.152	GO:0017083
2.4.1.153	GO:0004166
2.4.1.155	GO:0030144
2.4.1.156	GO:0047227
2.4.1.157	GO:0047228
2.4.1.158	GO:0047229
2.4.1.159	GO:0047230
2.4.1.16	GO:0004100
2.4.1.160	GO:0047231
2.4.1.161	GO:0033825
2.4.1.162	GO:0047642
2.4.1.164	GO:0047232
2.4.1.165	GO:0047233
2.4.1.166	GO:0047234
2.4.1.167	GO:0047235
2.4.1.168	GO:0033826
2.4.1.17	GO:0015020
2.4.1.170	GO:0050004
2.4.1.171	GO:0047236
2.4.1.172	GO:0050274
2.4.1.173	GO:0016906,GO:0102202,GO:0102203,GO:0102205
2.4.1.174	GO:0047237
2.4.1.175	GO:0047238
2.4.1.176	GO:0047928
2.4.1.177	GO:0050412
2.4.1.178	GO:0047239
2.4.1.179	GO:0047240
2.4.1.18	GO:0003844,GO:0102752
2.4.1.180	GO:0047241
2.4.1.181	GO:0047242
2.4.1.182	GO:0008915
2.4.1.183	GO:0047657
2.4.1.184	GO:0046480,GO:0102996
2.4.1.185	GO:0047243
2.4.1.186	GO:0008466,GO:0102751
2.4.1.187	GO:0047244
2.4.1.188	GO:0047245
2.4.1.189	GO:0050064
2.4.1.19	GO:0043895
2.4.1.190	GO:0047246
2.4.1.191	GO:0047247
2.4.1.192	GO:0047248
2.4.1.193	GO:0047249
2.4.1.194	GO:0047250
2.4.1.195	GO:0047251,GO:0102659,GO:0103099,GO:0103100,GO:0103101,GO:0103102,GO:0103103
2.4.1.196	GO:0050139
2.4.1.197	GO:0033827
2.4.1.198	GO:0017176
2.4.1.199	GO:0047252
2.4.1.2	GO:0050103
2.4.1.20	GO:0047738
2.4.1.201	GO:0047253
2.4.1.202	GO:0047254
2.4.1.203	GO:0050403
2.4.1.205	GO:0047255
2.4.1.206	GO:0047256
2.4.1.207	GO:0016762
2.4.1.208	GO:0047257
2.4.1.209	GO:0050644
2.4.1.21	GO:0009011,GO:0033201
2.4.1.210	GO:0050645
2.4.1.211	GO:0050500
2.4.1.212	GO:0050501
2.4.1.213	GO:0033828
2.4.1.214	GO:0018392
2.4.1.215	GO:0050502
2.4.1.216	GO:0050503
2.4.1.217	GO:0050504
2.4.1.218	GO:0050505
2.4.1.219	GO:0050506
2.4.1.22	GO:0004461
2.4.1.220	GO:0050507
2.4.1.221	GO:0046922
2.4.1.222	GO:0033829
2.4.1.223	GO:0001888
2.4.1.224	GO:0050508
2.4.1.225	GO:0050509
2.4.1.226	GO:0050510
2.4.1.227	GO:0050511,GO:0051991
2.4.1.228	GO:0050512
2.4.1.229	GO:0033830
2.4.1.23	GO:0047258
2.4.1.230	GO:0033831
2.4.1.232	GO:0033164
2.4.1.234	GO:0033834,GO:0102479
2.4.1.236	GO:0033835
2.4.1.237	GO:0033836
2.4.1.238	GO:0033837
2.4.1.239	GO:0033838
2.4.1.24	GO:0032001
2.4.1.240	GO:0033839
2.4.1.241	GO:0046481
2.4.1.242	GO:0033840,GO:0102502
2.4.1.243	GO:0033841
2.4.1.244	GO:0033842
2.4.1.245	GO:0102986
2.4.1.246	GO:0103011
2.4.1.25	GO:0004134,GO:0102500
2.4.1.250	GO:0102710
2.4.1.253	GO:0102159,GO:0102467,GO:0102468
2.4.1.254	GO:0102160
2.4.1.255	GO:0097363
2.4.1.256	GO:0106073
2.4.1.257	GO:0102704
2.4.1.258	GO:0052925
2.4.1.259	GO:0052926
2.4.1.26	GO:0033820
2.4.1.260	GO:0052917
2.4.1.261	GO:0052918
2.4.1.262	GO:0102793
2.4.1.265	GO:0042283
2.4.1.267	GO:0042281
2.4.1.269	GO:0102921
2.4.1.27	GO:0033821
2.4.1.272	GO:0102240
2.4.1.273	GO:0102241
2.4.1.28	GO:0033822
2.4.1.283	GO:0102319
2.4.1.284	GO:0102318
2.4.1.286	GO:0102890,GO:0102891
2.4.1.289	GO:0102096
2.4.1.29	GO:0016761
2.4.1.290	GO:0102335
2.4.1.294	GO:0102454
2.4.1.297	GO:0102455
2.4.1.298	GO:0102816
2.4.1.299	GO:0102458,GO:0102506,GO:0102510,GO:0102512
2.4.1.30	GO:0047515
2.4.1.300	GO:0102457,GO:0102507,GO:0102511,GO:0102514
2.4.1.31	GO:0050045
2.4.1.32	GO:0047259
2.4.1.323	GO:0102970
2.4.1.325	GO:0102031
2.4.1.33	GO:0047643
2.4.1.34	GO:0003843
2.4.1.345	GO:0043750
2.4.1.35	GO:0050171
2.4.1.36	GO:0047260
2.4.1.37	GO:0004381
2.4.1.370	GO:0103064
2.4.1.376	GO:0140561
2.4.1.38	GO:0003831
2.4.1.39	GO:0047261
2.4.1.4	GO:0047669
2.4.1.40	GO:0004380
2.4.1.41	GO:0004653
2.4.1.43	GO:0047262
2.4.1.44	GO:0008918
2.4.1.46	GO:0046509
2.4.1.47	GO:0003851,GO:0047263
2.4.1.48	GO:0047264,GO:0052818,GO:0052819
2.4.1.49	GO:0050102
2.4.1.5	GO:0047849
2.4.1.50	GO:0050211
2.4.1.52	GO:0047265
2.4.1.53	GO:0047266
2.4.1.54	GO:0047267
2.4.1.56	GO:0008917
2.4.1.58	GO:0008919
2.4.1.60	GO:0047600
2.4.1.62	GO:0047915
2.4.1.63	GO:0050057
2.4.1.64	GO:0047656
2.4.1.65	GO:0017060
2.4.1.66	GO:0033823
2.4.1.67	GO:0047268
2.4.1.68	GO:0008424
2.4.1.69	GO:0008107
2.4.1.7	GO:0009018
2.4.1.70	GO:0047269
2.4.1.71	GO:0047684
2.4.1.73	GO:0047270
2.4.1.74	GO:0047271
2.4.1.78	GO:0047272
2.4.1.79	GO:0047273
2.4.1.8	GO:0050082
2.4.1.80	GO:0008120,GO:0102769
2.4.1.81	GO:0047891
2.4.1.82	GO:0047274
2.4.1.83	GO:0004582
2.4.1.85	GO:0047792
2.4.1.86	GO:0047275
2.4.1.87	GO:0047276
2.4.1.88	GO:0047277
2.4.1.9	GO:0047725
2.4.1.90	GO:0003945
2.4.1.91	GO:0047893,GO:0102360,GO:0102425
2.4.1.92	GO:0003947
2.4.1.94	GO:0016262
2.4.1.96	GO:0047279
2.4.1.97	GO:0047514
2.4.1.99	GO:0050306
2.4.2.1	GO:0004731
2.4.2.10	GO:0004588
2.4.2.12	GO:0047280
2.4.2.14	GO:0004044
2.4.2.15	GO:0047975
2.4.2.16	GO:0050384
2.4.2.17	GO:0003879
2.4.2.18	GO:0004048
2.4.2.19	GO:0004514
2.4.2.2	GO:0016154
2.4.2.20	GO:0047281
2.4.2.21	GO:0008939
2.4.2.22	GO:0000310
2.4.2.23	GO:0047847
2.4.2.24	GO:0047517
2.4.2.25	GO:0047892
2.4.2.26	GO:0030158
2.4.2.27	GO:0047282
2.4.2.28	GO:0017061
2.4.2.3	GO:0004850
2.4.2.30	GO:0003950
2.4.2.31	GO:0106274
2.4.2.32	GO:0047283
2.4.2.33	GO:0047284
2.4.2.34	GO:0050409
2.4.2.35	GO:0047285
2.4.2.36	GO:0047286
2.4.2.37	GO:0030701
2.4.2.38	GO:0050513
2.4.2.39	GO:0033843
2.4.2.4	GO:0009032
2.4.2.40	GO:0050404
2.4.2.41	GO:0102983
2.4.2.42	GO:0140563
2.4.2.43	GO:0103015
2.4.2.5	GO:0050147
2.4.2.51	GO:0102580
2.4.2.52	GO:0046917
2.4.2.53	GO:0099621
2.4.2.6	GO:0050144
2.4.2.62	GO:0140560
2.4.2.63	GO:0140562
2.4.2.64	GO:0008479
2.4.2.7	GO:0003999
2.4.2.8	GO:0004422,GO:0052657
2.4.2.9	GO:0004845
2.4.3.1	GO:0003835
2.4.3.2	GO:0047288
2.4.3.3	GO:0001665
2.4.3.4	GO:0003836
2.4.3.5	GO:0047289
2.4.3.6	GO:0008118
2.4.3.7	GO:0047290
2.4.3.8	GO:0003828
2.4.3.9	GO:0047291
2.4.99.12	GO:0043842
2.4.99.13	GO:0043842
2.4.99.14	GO:0043842
2.4.99.15	GO:0043842
2.4.99.17	GO:0051075
2.4.99.18	GO:0004579
2.5.1.1	GO:0004161
2.5.1.10	GO:0004337
2.5.1.104	GO:0043918,GO:0043919
2.5.1.105	GO:0102041,GO:0102638
2.5.1.108	GO:0090560
2.5.1.114	GO:0102522
2.5.1.116	GO:0102551
2.5.1.117	GO:0102661
2.5.1.120	GO:0102573
2.5.1.129	GO:0106141
2.5.1.141	GO:0008495
2.5.1.145	GO:0008961
2.5.1.147	GO:0141093
2.5.1.15	GO:0004156
2.5.1.16	GO:0004766
2.5.1.17	GO:0008817
2.5.1.18	GO:0004364
2.5.1.19	GO:0003866
2.5.1.2	GO:0050332
2.5.1.20	GO:0050267
2.5.1.21	GO:0004310,GO:0051996
2.5.1.22	GO:0016768
2.5.1.23	GO:0050314
2.5.1.24	GO:0047870
2.5.1.25	GO:0016432
2.5.1.26	GO:0008609
2.5.1.27	GO:0009824
2.5.1.28	GO:0047863
2.5.1.29	GO:0004311
2.5.1.3	GO:0004789
2.5.1.30	GO:0000010
2.5.1.31	GO:0008834
2.5.1.32	GO:0016767
2.5.1.34	GO:0050364
2.5.1.35	GO:0047691
2.5.1.36	GO:0047292
2.5.1.38	GO:0050007
2.5.1.39	GO:0002083,GO:0008412,GO:0047293
2.5.1.4	GO:0047625
2.5.1.41	GO:0047294
2.5.1.42	GO:0047295
2.5.1.43	GO:0030410
2.5.1.44	GO:0047296
2.5.1.45	GO:0050514
2.5.1.46	GO:0034038
2.5.1.47	GO:0004124
2.5.1.48	GO:0003962,GO:0102028
2.5.1.49	GO:0003961
2.5.1.5	GO:0033844
2.5.1.50	GO:0050447
2.5.1.51	GO:0047458
2.5.1.52	GO:0050461
2.5.1.53	GO:0050471
2.5.1.54	GO:0003849
2.5.1.55	GO:0008676
2.5.1.56	GO:0050462
2.5.1.57	GO:0047444
2.5.1.58	GO:0004660
2.5.1.59	GO:0004662
2.5.1.6	GO:0004478
2.5.1.60	GO:0004663
2.5.1.61	GO:0004418
2.5.1.62	GO:0046408
2.5.1.63	GO:0033846
2.5.1.65	GO:0033847
2.5.1.66	GO:0033848
2.5.1.67	GO:0033849
2.5.1.68	GO:0033850
2.5.1.69	GO:0033851
2.5.1.7	GO:0008760
2.5.1.73	GO:0043766
2.5.1.74	GO:0046428
2.5.1.75	GO:0052381
2.5.1.76	GO:0044686
2.5.1.78	GO:0000906
2.5.1.79	GO:0010487
2.5.1.81	GO:0044687
2.5.1.82	GO:0052922
2.5.1.83	GO:0036423
2.5.1.84	GO:0052923
2.5.1.85	GO:0052924
2.5.1.87	GO:0045547
2.5.1.9	GO:0004746
2.5.1.90	GO:0106350
2.5.1.91	GO:0097269
2.5.1.92	GO:0102059
2.5.1.93	GO:0102930
2.6.1.1	GO:0004069
2.6.1.102	GO:0102933
2.6.1.11	GO:0003992
2.6.1.12	GO:0047635
2.6.1.13	GO:0004587
2.6.1.14	GO:0047297
2.6.1.15	GO:0047945
2.6.1.16	GO:0004360
2.6.1.17	GO:0009016
2.6.1.18	GO:0016223
2.6.1.19	GO:0034386
2.6.1.2	GO:0004021
2.6.1.21	GO:0047810
2.6.1.22	GO:0047298
2.6.1.23	GO:0047578
2.6.1.24	GO:0047861
2.6.1.26	GO:0033852
2.6.1.27	GO:0050362
2.6.1.28	GO:0047299
2.6.1.29	GO:0019161
2.6.1.3	GO:0047801
2.6.1.30	GO:0047300
2.6.1.31	GO:0019162
2.6.1.32	GO:0047301
2.6.1.33	GO:0019179
2.6.1.34	GO:0047302
2.6.1.35	GO:0047303
2.6.1.36	GO:0045484
2.6.1.37	GO:0047304
2.6.1.38	GO:0008110
2.6.1.39	GO:0047536
2.6.1.4	GO:0047958
2.6.1.40	GO:0047305
2.6.1.41	GO:0047306
2.6.1.42	GO:0004084,GO:0052654,GO:0052655,GO:0052656
2.6.1.43	GO:0047665
2.6.1.44	GO:0008453
2.6.1.45	GO:0050281
2.6.1.46	GO:0047307
2.6.1.47	GO:0047308
2.6.1.48	GO:0047589
2.6.1.49	GO:0047309
2.6.1.5	GO:0004838
2.6.1.50	GO:0047310,GO:0080100
2.6.1.51	GO:0004760
2.6.1.52	GO:0004648
2.6.1.54	GO:0019163
2.6.1.55	GO:0050322
2.6.1.56	GO:0047311
2.6.1.57	GO:0008793,GO:0080130
2.6.1.58	GO:0047312,GO:0080098
2.6.1.59	GO:0019180
2.6.1.6	GO:0050048
2.6.1.60	GO:0047313
2.6.1.62	GO:0004015
2.6.1.63	GO:0047315
2.6.1.64	GO:0047316
2.6.1.65	GO:0047317
2.6.1.66	GO:0009042
2.6.1.67	GO:0047537
2.6.1.7	GO:0016212
2.6.1.70	GO:0047319
2.6.1.71	GO:0050065
2.6.1.72	GO:0047320
2.6.1.73	GO:0050094
2.6.1.74	GO:0047740
2.6.1.75	GO:0047802
2.6.1.76	GO:0045303
2.6.1.77	GO:0031299
2.6.1.78	GO:0033853
2.6.1.79	GO:0033854
2.6.1.80	GO:0033855
2.6.1.81	GO:0043825
2.6.1.82	GO:0033094
2.6.1.83	GO:0010285
2.6.1.85	GO:0046820
2.6.1.87	GO:0099620
2.6.1.9	GO:0004400
2.6.1.96	GO:0034387,GO:0102351
2.6.1.97	GO:0002948
2.6.1.99	GO:0080097
2.6.3.1	GO:0050206
2.6.99.1	GO:0047839
2.6.99.2	GO:0033856
2.7.1.1	GO:0004396
2.7.1.10	GO:0050190
2.7.1.100	GO:0046522
2.7.1.101	GO:0050317
2.7.1.102	GO:0047976
2.7.1.103	GO:0050394
2.7.1.105	GO:0003873
2.7.1.106	GO:0047933
2.7.1.107	GO:0004143
2.7.1.108	GO:0004168
2.7.1.11	GO:0003872
2.7.1.113	GO:0004138
2.7.1.114	GO:0047667
2.7.1.118	GO:0047628
2.7.1.119	GO:0008904
2.7.1.12	GO:0046316
2.7.1.121	GO:0047324
2.7.1.122	GO:0050400
2.7.1.127	GO:0008440
2.7.1.13	GO:0047841
2.7.1.130	GO:0009029
2.7.1.134	GO:0047325
2.7.1.136	GO:0050073
2.7.1.137	GO:0016303
2.7.1.138	GO:0001729,GO:0102773
2.7.1.14	GO:0050277
2.7.1.140	GO:0047326,GO:0102732
2.7.1.142	GO:0047327
2.7.1.143	GO:0008842
2.7.1.144	GO:0009024
2.7.1.145	GO:0019136
2.7.1.146	GO:0043844
2.7.1.147	GO:0043843
2.7.1.148	GO:0050515
2.7.1.149	GO:0016309
2.7.1.15	GO:0004747
2.7.1.150	GO:0000285
2.7.1.151	GO:0000823
2.7.1.153	GO:0046934
2.7.1.154	GO:0035005
2.7.1.156	GO:0043752
2.7.1.157	GO:0033858
2.7.1.158	GO:0035299
2.7.1.159	GO:0052725,GO:0052726
2.7.1.16	GO:0008741
2.7.1.160	GO:0000215
2.7.1.164	GO:0043915
2.7.1.165	GO:0043798
2.7.1.167	GO:0033785
2.7.1.17	GO:0004856
2.7.1.171	GO:0102194
2.7.1.172	GO:0102193
2.7.1.174	GO:0141035
2.7.1.18	GO:0050195
2.7.1.182	GO:0010276
2.7.1.184	GO:0061594
2.7.1.19	GO:0008974
2.7.1.190	GO:0034071
2.7.1.2	GO:0004340
2.7.1.20	GO:0004001
2.7.1.206	GO:0022871
2.7.1.21	GO:0004797
2.7.1.213	GO:0043771
2.7.1.216	GO:0052668,GO:0052672,GO:0102243
2.7.1.22	GO:0050262
2.7.1.222	GO:0140383
2.7.1.227	GO:0045140
2.7.1.23	GO:0003951
2.7.1.24	GO:0004140
2.7.1.25	GO:0004020
2.7.1.26	GO:0008531
2.7.1.27	GO:0047878
2.7.1.28	GO:0050354
2.7.1.29	GO:0004371
2.7.1.3	GO:0004454
2.7.1.30	GO:0004370
2.7.1.31	GO:0008887
2.7.1.32	GO:0004103
2.7.1.33	GO:0004594
2.7.1.34	GO:0050165
2.7.1.35	GO:0008478
2.7.1.36	GO:0004496
2.7.1.39	GO:0004413
2.7.1.4	GO:0008865
2.7.1.40	GO:0004743
2.7.1.41	GO:0047937
2.7.1.42	GO:0050257
2.7.1.43	GO:0047940
2.7.1.44	GO:0047912
2.7.1.45	GO:0008673
2.7.1.46	GO:0009702
2.7.1.47	GO:0019150
2.7.1.48	GO:0004849
2.7.1.49	GO:0008902
2.7.1.5	GO:0008993
2.7.1.50	GO:0004417
2.7.1.51	GO:0008737
2.7.1.52	GO:0050201
2.7.1.53	GO:0008744
2.7.1.54	GO:0047814
2.7.1.55	GO:0008787
2.7.1.56	GO:0008662
2.7.1.58	GO:0008671
2.7.1.59	GO:0045127
2.7.1.6	GO:0004335
2.7.1.60	GO:0009384
2.7.1.61	GO:0047328
2.7.1.62	GO:0047329
2.7.1.63	GO:0047330
2.7.1.64	GO:0019140
2.7.1.65	GO:0050276
2.7.1.66	GO:0009038
2.7.1.67	GO:0004430
2.7.1.68	GO:0016308
2.7.1.69	GO:0103111
2.7.1.7	GO:0019158
2.7.1.71	GO:0004765
2.7.1.72	GO:0050300
2.7.1.73	GO:0008906,GO:0106366
2.7.1.74	GO:0004137
2.7.1.76	GO:0004136
2.7.1.77	GO:0050146
2.7.1.78	GO:0051734
2.7.1.79	GO:0047331
2.7.1.8	GO:0047931
2.7.1.80	GO:0047332
2.7.1.81	GO:0047992
2.7.1.82	GO:0004305
2.7.1.83	GO:0050225
2.7.1.84	GO:0047650
2.7.1.85	GO:0047700
2.7.1.86	GO:0042736
2.7.1.87	GO:0050299
2.7.1.88	GO:0047333
2.7.1.89	GO:0019165
2.7.1.90	GO:0047334
2.7.1.91	GO:0008481,GO:0017050
2.7.1.92	GO:0047590
2.7.1.93	GO:0047649
2.7.1.94	GO:0047620
2.7.1.95	GO:0008910
2.7.10.1	GO:0004714
2.7.10.2	GO:0004713,GO:0004715
2.7.11.1	GO:0004674
2.7.11.10	GO:0008384
2.7.11.11	GO:0004679,GO:0004691
2.7.11.12	GO:0004692
2.7.11.13	GO:0004697
2.7.11.14	GO:0050254
2.7.11.15	GO:0047696
2.7.11.16	GO:0004703
2.7.11.17	GO:0004683
2.7.11.18	GO:0004687
2.7.11.19	GO:0004689
2.7.11.2	GO:0004740
2.7.11.20	GO:0004686
2.7.11.22	GO:0004693
2.7.11.23	GO:0008353
2.7.11.24	GO:0004707
2.7.11.25	GO:0004709
2.7.11.26	GO:0050321
2.7.11.27	GO:0050405
2.7.11.28	GO:0050359
2.7.11.3	GO:0047848
2.7.11.30	GO:0004675
2.7.11.31	GO:0047322
2.7.11.4	GO:0047323
2.7.11.5	GO:0008772
2.7.11.6	GO:0050369
2.7.11.7	GO:0016905
2.7.11.8	GO:0033867
2.7.12.1	GO:0004712
2.7.12.2	GO:0004708
2.7.13.1	GO:0008256
2.7.13.2	GO:0008257
2.7.13.3	GO:0004673
2.7.2.1	GO:0008776
2.7.2.10	GO:0050191
2.7.2.11	GO:0004349
2.7.2.12	GO:0047601
2.7.2.14	GO:0047758
2.7.2.15	GO:0008980
2.7.2.2	GO:0008804
2.7.2.3	GO:0004618
2.7.2.4	GO:0004072
2.7.2.6	GO:0047900
2.7.2.7	GO:0047761
2.7.2.8	GO:0003991
2.7.3.1	GO:0047973
2.7.3.10	GO:0047633
2.7.3.2	GO:0004111
2.7.3.3	GO:0004054
2.7.3.4	GO:0050324
2.7.3.5	GO:0050059
2.7.3.6	GO:0047715
2.7.3.7	GO:0050154
2.7.3.8	GO:0047666
2.7.3.9	GO:0008965
2.7.4.1	GO:0008976
2.7.4.10	GO:0046899
2.7.4.11	GO:0047506
2.7.4.12	GO:0050316
2.7.4.13	GO:0047507
2.7.4.14	GO:0004127
2.7.4.15	GO:0050331
2.7.4.16	GO:0009030
2.7.4.17	GO:0047335
2.7.4.18	GO:0047887
2.7.4.19	GO:0047336
2.7.4.2	GO:0004631
2.7.4.20	GO:0047337
2.7.4.21	GO:0000827,GO:0000832,GO:0052723,GO:0052724
2.7.4.22	GO:0033862
2.7.4.23	GO:0033863
2.7.4.24	GO:0033857
2.7.4.26	GO:0102043
2.7.4.3	GO:0004017
2.7.4.4	GO:0050145
2.7.4.6	GO:0004550
2.7.4.7	GO:0008972
2.7.4.8	GO:0004385
2.7.4.9	GO:0004798
2.7.6.1	GO:0004749
2.7.6.2	GO:0004788
2.7.6.3	GO:0003848
2.7.6.4	GO:0050148
2.7.6.5	GO:0008728
2.7.7.1	GO:0000309
2.7.7.10	GO:0017103
2.7.7.101	GO:0003896
2.7.7.108	GO:0070733
2.7.7.11	GO:0047338
2.7.7.12	GO:0008108
2.7.7.13	GO:0004475
2.7.7.14	GO:0004306
2.7.7.15	GO:0004105
2.7.7.18	GO:0004515
2.7.7.19	GO:1990817
2.7.7.2	GO:0003919
2.7.7.22	GO:0008928
2.7.7.23	GO:0003977
2.7.7.24	GO:0008879
2.7.7.27	GO:0008878
2.7.7.28	GO:0047339
2.7.7.3	GO:0004595
2.7.7.30	GO:0047341
2.7.7.31	GO:0003912
2.7.7.32	GO:0047342
2.7.7.33	GO:0047343
2.7.7.34	GO:0047344
2.7.7.35	GO:0047345
2.7.7.36	GO:0047346
2.7.7.37	GO:0047347
2.7.7.38	GO:0008690
2.7.7.39	GO:0047348
2.7.7.4	GO:0004781
2.7.7.40	GO:0047349
2.7.7.41	GO:0004605
2.7.7.42	GO:0008882
2.7.7.43	GO:0008781
2.7.7.44	GO:0047350
2.7.7.45	GO:0047351
2.7.7.46	GO:0008871
2.7.7.47	GO:0009012
2.7.7.48	GO:0003968
2.7.7.49	GO:0003964
2.7.7.5	GO:0004780
2.7.7.50	GO:0004484
2.7.7.51	GO:0047352
2.7.7.52	GO:0050265
2.7.7.53	GO:0003877
2.7.7.56	GO:0009022
2.7.7.57	GO:0047353
2.7.7.58	GO:0008668
2.7.7.59	GO:0008773
2.7.7.6	GO:0003899
2.7.7.60	GO:0050518
2.7.7.61	GO:0050519
2.7.7.62	GO:0008820
2.7.7.64	GO:0051748
2.7.7.65	GO:0052621
2.7.7.67	GO:0043338
2.7.7.68	GO:0043814
2.7.7.69	GO:0010471,GO:0010472,GO:0080047
2.7.7.7	GO:0003887
2.7.7.72	GO:0004810
2.7.7.75	GO:0061598
2.7.7.76	GO:0061602
2.7.7.77	GO:0061603
2.7.7.78	GO:0080048
2.7.7.79	GO:0008193
2.7.7.8	GO:0004654
2.7.7.80	GO:0061605
2.7.7.83	GO:0052630
2.7.7.84	GO:0001730
2.7.7.85	GO:0106408
2.7.7.86	GO:0061501
2.7.7.87	GO:0061710
2.7.7.89	GO:0047388
2.7.7.9	GO:0003983
2.7.8.1	GO:0004307
2.7.8.10	GO:0047354
2.7.8.11	GO:0003881
2.7.8.12	GO:0047355
2.7.8.13	GO:0008963,GO:0051992
2.7.8.14	GO:0047356
2.7.8.15	GO:0003975
2.7.8.17	GO:0003976
2.7.8.18	GO:0047357
2.7.8.19	GO:0047358
2.7.8.2	GO:0004142
2.7.8.20	GO:0008960
2.7.8.21	GO:0047495
2.7.8.22	GO:0047359
2.7.8.23	GO:0008807
2.7.8.24	GO:0050520
2.7.8.26	GO:0051073
2.7.8.27	GO:0033188
2.7.8.28	GO:0043743
2.7.8.29	GO:0106245
2.7.8.3	GO:0047493
2.7.8.33	GO:0036380
2.7.8.36	GO:0102334
2.7.8.37	GO:0061693
2.7.8.38	GO:0043761
2.7.8.4	GO:0047494
2.7.8.41	GO:0043337
2.7.8.5	GO:0008444
2.7.8.6	GO:0047360
2.7.8.7	GO:0008897
2.7.8.8	GO:0003882
2.7.8.9	GO:0047361
2.7.8.n3	GO:0002950
2.7.9.1	GO:0050242
2.7.9.2	GO:0008986
2.7.9.3	GO:0004756
2.7.9.4	GO:0050521,GO:0102216,GO:0102218
2.7.9.5	GO:0051752,GO:0102217,GO:0102219
2.7.99.1	GO:0047321
2.8.1.1	GO:0004792
2.8.1.11	GO:0061604
2.8.1.12	GO:0030366
2.8.1.14	GO:0061708
2.8.1.2	GO:0016784
2.8.1.3	GO:0050337
2.8.1.4	GO:0140741
2.8.1.5	GO:0047362
2.8.1.6	GO:0004076
2.8.1.7	GO:0031071
2.8.1.8	GO:0016992
2.8.1.9	GO:0008265,GO:0102867
2.8.2.1	GO:0004062
2.8.2.10	GO:0050249
2.8.2.11	GO:0001733
2.8.2.13	GO:0050226
2.8.2.14	GO:0047704
2.8.2.15	GO:0050294
2.8.2.16	GO:0033870
2.8.2.17	GO:0008459
2.8.2.18	GO:0047785
2.8.2.19	GO:0047363
2.8.2.2	GO:0004027
2.8.2.20	GO:0008476
2.8.2.21	GO:0045130
2.8.2.22	GO:0047686
2.8.2.23	GO:0008467
2.8.2.24	GO:0047364
2.8.2.25	GO:0047894
2.8.2.26	GO:0047365
2.8.2.27	GO:0047366
2.8.2.28	GO:0047367
2.8.2.29	GO:0033871
2.8.2.3	GO:0047685
2.8.2.30	GO:0033872
2.8.2.31	GO:0033873
2.8.2.32	GO:0033874
2.8.2.33	GO:0050659
2.8.2.34	GO:0033876
2.8.2.39	GO:0102055,GO:0102056
2.8.2.4	GO:0004304
2.8.2.5	GO:0047756
2.8.2.6	GO:0047754
2.8.2.7	GO:0047368
2.8.2.8	GO:0015016
2.8.2.9	GO:0017067
2.8.3.1	GO:0018729
2.8.3.10	GO:0008814
2.8.3.11	GO:0047775
2.8.3.12	GO:0018730
2.8.3.13	GO:0047369
2.8.3.14	GO:0047591
2.8.3.15	GO:0033877
2.8.3.16	GO:0033608
2.8.3.17	GO:0043785
2.8.3.2	GO:0050161
2.8.3.20	GO:0043961
2.8.3.25	GO:0033881
2.8.3.3	GO:0050078
2.8.3.5	GO:0008260
2.8.3.6	GO:0047569
2.8.3.8	GO:0008775
2.8.3.9	GO:0047371
2.8.4.1	GO:0050524
2.8.4.2	GO:0102100
2.8.4.4	GO:0103039
2.8.4.5	GO:0061712
2.9.1.1	GO:0004125
2.9.1.2	GO:0098621
2.9.1.3	GO:0043828
3.1.1.1	GO:0106435
3.1.1.10	GO:0050357
3.1.1.11	GO:0030599
3.1.1.13	GO:0004771
3.1.1.14	GO:0047746,GO:0102293
3.1.1.15	GO:0050021
3.1.1.17	GO:0004341
3.1.1.19	GO:0050389
3.1.1.2	GO:0004064
3.1.1.20	GO:0050318
3.1.1.22	GO:0047989
3.1.1.23	GO:0047372
3.1.1.24	GO:0047570
3.1.1.25	GO:0050490
3.1.1.26	GO:0047714,GO:0102549
3.1.1.27	GO:0047585
3.1.1.28	GO:0047619
3.1.1.29	GO:0004045
3.1.1.3	GO:0004806
3.1.1.30	GO:0047815
3.1.1.31	GO:0017057
3.1.1.32	GO:0008970,GO:0052739,GO:0052740
3.1.1.33	GO:0047593
3.1.1.34	GO:0004465
3.1.1.35	GO:0018733,GO:0047856
3.1.1.36	GO:0050055
3.1.1.37	GO:0050293
3.1.1.38	GO:0050349
3.1.1.39	GO:0047615
3.1.1.4	GO:0004623
