reaction_id	kegg_orthologs	kegg_ec
R09802	K15787	2.4.1.-
R10481	K24438,K24856,K24857,K24858	
R09350	K14250	
R03731		2.1.1.78
R00575	K01954,K01955,K01956,K11540,K11541	6.3.5.5
R01312	K01114,K16619	3.1.4.3
R00922	K00140	1.2.1.27
R10872		4.2.2.5,4.2.2.20,4.2.2.21
R03823		
R11911		1.14.13.239
R10196		2.1.1.263
R11453	K13330	2.1.1.324
R05264	K08689,K15750,K18087,K18088	1.14.12.18
R10253	K17054	2.3.1.-
R06621		1.1.1.174
R11802	K22323	1.1.99.41
R02018	K00525,K00526,K10807,K10808	1.17.4.1
R03848	K15680	1.1.1.146
R11740		
R06809		2.8.2.28
R04890	K00274	1.4.3.4
R12016		1.14.19.55
R02824	K05360	1.8.4.2
R12112		1.3.1.117
R05127	K14975	1.14.11.32
R05951	K03376	
R01209	K01687	4.2.1.9
R12099		2.7.7.100
R09459		1.2.-.-
R13017		1.14.14.181
R07838		
R11159		2.5.1.128
R06238	K03843	2.4.1.257
R12732		2.3.1.300
R10167		2.1.1.262
R11368	K16431,K21185	1.14.19.-
R06536	K12930	2.4.1.115
R07436		1.14.13.-
R09727	K10210	1.14.99.44
R01474		
R01233		3.6.1.-
R03114	K14730,K14732	1.1.1.243
R09168		3.3.2.-
R06263	K03849	2.4.1.265
R05732	K13385	1.14.14.102
R06027	K00718	2.4.1.-
R09267	K15884	4.2.1.-
R08519		
R06787	K05712	1.14.13.127
R02530	K01759	4.4.1.5
R09393	K14733	1.14.13.107
R10129	K19650	1.1.1.331
R11519	K21231	1.3.7.13
R08652	K12153	1.14.14.40
R10724	K21195	1.14.11.46
R07736		
R07888	K00232	1.3.3.6
R12645		1.14.11.73
R08349	K00157	1.2.3.1
R05383	K01865	5.4.4.1
R05123	K13383	2.1.1.128
R05414	K15751,K15752,K15753	1.14.12.22
R11814		1.14.19.52
R09575	K20561	1.14.14.150
R09655	K15744	5.2.1.12
R09545		1.1.1.308
R06580		
R02901	K22906	3.7.1.4
R06303	K12927,K19571	4.2.3.132
R02284		3.5.2.4
R11022		
R01420		1.2.1.7
R00350	K10218	4.1.3.17
R03828	K00987,K13917	2.7.7.50
R01669	K19796	2.1.2.8
R12786	K24972	6.3.4.25
R05560	K08710	3.5.4.42
R03562	K15760,K15761,K15762,K15763,K15764,K15765	1.14.13.-
R08810	K13234,K17211	2.3.1.217
R09532	K03103	3.1.3.80
R09564		1.11.2.2
R12341	K23120	2.5.1.152
R01110		1.8.4.1
R04942	K01697,K10150	4.2.1.22
R07100	K00799,K04097,K13299,K23790	2.5.1.18
R05743		1.15.1.2
R11074	K22212	4.1.1.101
R12567	K24306	2.5.1.-
R02962		
R07782		3.5.1.-
R05499	K21647,K21648	1.21.99.5
R09816	K17875	1.14.14.152
R08340	K17689	1.14.14.-
R06418		
R03527	K01188,K05349,K05350	3.2.1.21
R07701		1.13.11.-
R02750	K00852	2.7.1.15,2.7.1.229
R11904	K07415	1.14.14.-
R07203		1.14.14.138
R04322	K04628	2.4.1.47
R04730		6.3.2.25
R12304	K23385	4.1.1.116
R12212	K01571,K01573,K20509	7.2.4.2
R11293	K20593	2.1.1.-
R12978		2.3.1.308
R12568	K24285	2.7.7.-
R06391	K14731	3.1.1.83
R00503	K00704,K07966,K07967	2.4.1.22
R06644	K05551,K05552,K05553	2.3.1.-
R04781	K02554	4.2.1.80
R12881		2.5.1.-
R08293	K07409,K17689	1.14.14.1,1.14.14.-
R02194	K01904	6.2.1.12
R07452	K09587,K12639	1.14.14.178
R07320	K14593	5.3.99.8
R11562		3.5.1.124
R13065	K05349,K05350	3.2.1.21
R05141		3.2.1.74
R01051	K00852	2.7.1.15
R04639	K01495,K09007,K22391	3.5.4.16
R04532		2.4.3.1
R07898	K10527	1.1.1.35,1.1.1.211
R05691		1.1.1.270
R02965		1.12.5.1
R04893	K00274	1.4.3.4
R06888		1.14.-.-
R08109	K05549,K05550,K05784	1.14.12.10
R02648		3.1.4.42
R01804	K01654	2.5.1.56
R07566	K09836	1.14.99.64
R02340	K01695,K01696,K06001,K13222	4.1.2.8,4.2.1.20
R10860	K18978	1.2.1.90
R10441		2.7.8.38
R02065	K02291,K17841,K23152	2.5.1.32,2.5.1.148
R11750	K22005	
R11599		2.4.1.343
R07575	K14595	2.4.1.263
R09552		1.1.99.36
R12521		5.5.1.35
R00999	K01739	2.5.1.48
R03441		1.14.99.2
R12319		1.14.13.245
R00690	K21795	1.13.12.9
R08466		
R00126	K00988,K19710	2.7.7.53
R12633		2.7.4.33
R09720	K16792,K16793	4.2.1.114
R04436		2.1.1.44
R06377		1.1.1.296
R01682	K01580,K18966	4.1.1.15,4.1.1.29,4.1.1.122
R04840	K15680	1.1.1.146
R10500	K17748	2.3.3.-
R01628	K19065	1.14.13.23
R00112	K00322,K00323,K00324,K00325	1.6.1.1,1.6.1.2,1.6.1.3
R04022		2.3.1.100
R06570	K00083,K22395	1.1.1.195
R07035	K05361	1.11.1.12
R08093	K01692,K01782,K01825	4.2.1.17
R05131		
R06134		3.5.1.1,3.5.1.2,3.5.1.3,3.5.1.4,3.5.1.5,3.5.1.6,3.5.1.12,3.5.1.19,3.5.1.20,3.5.1.29,3.5.1.30,3.5.1.35,3.5.1.38,3.5.1.42,3.5.1.43,3.5.1.44
R00316	K01895,K01913	6.2.1.1
R09229	K01856	5.5.1.1
R08139	K10722	1.14.-.-
R11337		1.1.1.399
R06632	K16421	1.13.11.46
R08645	K01703,K21359	4.2.1.170
R06803	K23261	2.4.1.116
R09072	K13621,K13622	
R03112	K17649	2.1.1.109
R06692	K15955	1.14.13.181
R05429	K03268,K16268,K18089,K18090	1.14.12.26
R01647	K02510	4.1.2.52
R03857	K00232,K00249,K00255,K06445	1.3.3.6,1.3.8.7,1.3.8.8,1.3.99.-
R08422		
R03662	K01875	6.1.1.11
R02815		3.5.4.11
R06244		1.1.99.18
R02498	K00251	1.3.1.3
R13083	K26177	
R10562	K17961,K22639,K22640	1.14.14.58
R04568	K00665,K00668,K01716,K02372,K11533,K16363,K22540,K22541	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59,4.2.1.-
R11734		1.14.14.45
R06436	K13318	1.1.1.-
R06041	K00718	2.4.1.69
R07027	K01253	3.3.2.9
R04071		2.4.1.118
R03217	K01739	2.5.1.48
R10655		2.8.2.36
R01929		2.7.8.10
R08290		
R08534		2.4.1.126
R00889	K10046	5.1.3.18
R05841	K15517	2.3.1.192
R07243		2.1.1.156,2.1.1.157,2.1.1.162
R07489	K09832	1.14.19.41
R11136		
R08317		
R00261	K01580	4.1.1.15
R04870	K12743	6.3.2.26
R12486		4.1.1.118
R03162		3.2.1.51
R05758		4.3.1.16
R10000	K14080,K14082	2.1.1.246,2.1.1.247,2.1.1.251,2.1.1.253,2.1.1.377
R04732		4.1.1.-
R10476	K24440	
R07603	K00166,K00167,K11381	1.2.4.4
R02937	K22601	2.1.3.5
R07788		
R02763	K10622	4.1.1.-
R00536		2.8.2.15
R04264		1.1.1.181
R11364	K21178	2.1.1.-
R02388		2.4.1.71
R09893		4.2.3.93
R10537		6.5.1.5
R01768	K00087,K00106,K11177,K11178,K13479,K13480,K13481,K13482,K13483	1.17.1.4
R00422		
R06452	K15994	2.4.1.318
R01990	K12255	3.5.3.7
R11526	K18221	1.14.13.231
R11492	K20262	1.10.3.16
R08489		
R02458	K25365	3.5.3.10
R00104	K00858	2.7.1.23
R06265	K04035	1.14.13.81
R12419	K23667	6.3.2.-
R08236	K00569	2.1.1.67
R01187	K01092,K10047,K18649	3.1.3.25
R03728		4.1.99.5
R10281		5.1.99.6
R12664		5.1.3.44
R08128	K22794	2.4.1.-
R05644	K03272,K21345	2.7.7.70
R12014	K22708	2.4.1.355
R09665		2.4.1.268
R04168		2.4.2.6
R10783	K18857	1.1.1.1
R06563	K05281	1.3.1.45
R02493	K00868	2.7.1.35
R12538		1.14.14.22
R02214		1.14.99.14
R12787	K25220	2.1.1.376
R05298	K18365	4.1.3.43
R00421	K02474,K13015,K22926	1.1.1.136
R03261	K15090	1.1.1.223
R07275		2.6.1.29
R03351	K00979	2.7.7.38
R02929		6.3.1.6
R07825	K01197	3.2.1.35
R09666	K18818	2.4.1.269
R00833	K01847,K01848,K01849	5.4.99.2
R03645	K05357	1.17.4.4
R08140		1.1.1.-
R01704		1.2.1.48
R00001		3.6.1.10
R04774		
R04013	K21896	2.1.1.99
R04742	K00632,K07508,K07509,K07513	2.3.1.16
R12858	K23137	1.14.14.165
R13163	K26491	2.4.2.-
R00200	K00873,K12406	2.7.1.40
R01937		1.5.1.-
R02685	K07511,K07515	4.2.1.17,4.2.1.74
R11850		4.2.3.185
R08514		2.7.1.62
R02639	K08092	1.1.1.130
R10165		1.7.2.9
R10570		
R04065	K00128,K00149,K14085	1.2.1.3
R02636		4.1.1.67
R00023		1.7.1.5
R10343	K18118	2.8.3.18
R00965	K01591,K13421	4.1.1.23
R10774		4.3.1.9
R06036		2.4.1.13
R10295		2.4.1.295
R08704	K12451	1.1.1.-,5.1.3.-
R00634		1.2.1.4,1.2.1.5
R06414		2.3.1.-
R10322		1.14.15.13
R03944		2.7.1.84
R08106		
R11847		4.2.3.182
R10477	K24855	
R08210	K03527	1.17.7.4
R11520	K14255	2.1.1.335
R06949		
R02960		4.3.2.4
R10855		1.1.3.47
R06883		1.14.-.-
R10731	K21184	1.14.14.15
R04228		1.7.1.9
R12301	K23526,K23527	1.14.14.-
R11143	K03800	6.3.1.20
R02313	K14157	1.5.1.9
R09201		1.14.12.-
R10256		2.4.2.51
R08455		2.1.1.-
R05185	K00531,K02586,K02588,K02591	1.18.6.1
R09762	K15639	1.14.-.-
R08053	K10717	
R07211	K00500	1.14.16.1
R06957	K09842	1.2.3.14
R04031	K02549,K14759	4.2.1.113
R06199	K01178,K01182,K01203,K12047	3.2.1.3,3.2.1.10
R09765		2.4.99.15
R11377	K01988	2.4.1.228
R06659	K15938	
R01621	K01621	4.1.2.9
R08166	K08680,K14759	4.2.99.20
R05442	K15757,K15758	1.14.15.26
R12348	K23416	2.3.1.284
R09189	K14251	2.1.1.-
R11892	K13800	2.7.4.14
R05169		3.5.3.21
R12376	K23558	1.1.1.418
R10321	K17475	1.14.14.118
R09116	K14045	4.2.3.34
R11674		1.3.1.108
R11937		2.4.1.348
R05302		
R00956	K00978	2.7.7.33
R06994		
R04565		5.3.3.9
R08153	K10719	
R10897		4.2.3.149
R00383		3.1.2.18,3.1.2.19,3.1.2.20
R00012		2.7.7.45
R12712	K08977	4.2.1.161
R11414	K21256	
R01911	K07758,K13248	3.1.3.74
R04352	K00699	2.4.1.17
R01232	K01518	3.6.1.17
R07673	K10046	5.1.3.-
R02712		3.5.1.67
R11698	K21937	2.1.1.340
R00579	K25316,K25317	5.1.1.10
R10422		1.1.1.50,1.1.1.213,1.1.1.357
R05232	K10617	
R10240		2.4.1.294
R03737	K12692	1.14.20.13
R06149		3.2.1.137
R10350	K18386	1.14.13.-
R01367		4.2.1.27
R01962		1.1.3.-
R02078	K00422,K00505	1.10.3.1,1.14.18.1
R00326		1.2.99.6
R03856	K07512	1.3.1.8,1.3.1.38
R07766	K03801	2.3.1.181
R04472	K21362	2.4.1.184
R02410	K01193	3.2.1.26
R09125	K18028	1.13.11.9
R11067	K19550	
R12111		1.3.1.116
R02678	K00128,K00149,K14085	1.2.1.3
R06578	K00588	2.1.1.104
R00203	K07248	1.2.1.22,1.2.1.23
R08995		
R11803	K22129	2.7.1.220
R04691	K13396	2.1.1.122
R03620		3.5.1.39
R04102	K21731	1.14.14.108
R00540	K01501	3.5.5.1,3.5.5.2,3.5.5.5,3.5.5.7
R00103	K01513,K03426,K04765	3.6.1.9,3.6.1.22
R08022	K13080	2.4.1.236
R13097	K19802	5.1.1.-
R01791	K01178,K01182,K01203,K12047,K21574	3.2.1.3,3.2.1.10
R01426		
R03133		2.5.1.50
R03788		2.1.1.62
R09238		3.7.1.-
R04914		
R09385	K14733	1.14.13.107
R12725		6.2.1.67
R06666	K15937	
R02422	K01477	3.5.3.4
R10135		3.1.1.91
R08170	K11819	4.4.1.-
R05060		
R00315	K00925	2.7.2.1,2.7.2.15
R08817		2.4.1.-
R06810		2.4.1.237
R09946		2.7.1.176
R03355	K01190,K12309	3.2.1.23
R01105	K01190,K12308	3.2.1.23
R08289		
R09864		1.14.14.111
R06493	K14375	2.4.1.-
R03138		2.8.2.10
R02914	K01712	4.2.1.49
R12363	K23530	4.2.3.201
R00324		3.7.1.6
R04251	K00206	1.2.1.-
R12366		1.1.1.170,1.1.1.418
R04068		6.3.4.8
R03814	K10226	1.14.19.3
R07643		6.3.2.18
R07306	K08096	3.5.4.29
R01307		3.8.1.6
R03673	K01827,K22203	5.3.3.12
R01412		1.14.11.6
R01164	K14755	6.3.2.11
R11225	K03186	2.5.1.129
R08066		
R02519	K00451	1.13.11.5
R12048	K22769,K22770	1.14.19.-
R04929	K00955,K00956,K00957,K00958,K13811	2.7.7.4
R11187	K20985	3.1.2.31
R12820	K25653	2.4.1.-
R05882	K12695	2.4.1.219
R13140		1.4.3.27
R00571	K01937	6.3.4.2
R03038	K01872	6.1.1.7
R13166	K15791	1.2.4.2
R08688		2.8.2.38
R01934	K05824,K10978,K17753	1.1.1.87,1.1.1.286
R10955	K19566	2.4.1.331
R00237	K08691,K18292	4.1.3.25
R11475	K21328	2.6.1.-
R03123	K13082	1.1.1.219
R12334		
R04476		2.8.2.7
R02862		2.1.1.87
R06445		
R07967	K21723	1.14.13.179
R07020		
R12637	K23800	2.4.2.62
R09867	K20512	1.14.13.146
R11675		1.3.1.109
R08570	K11395,K18127	4.1.2.51,4.1.2.55
R00312		
R11494		1.21.98.3
R03228		5.1.99.2
R10690	K18335	1.1.1.434
R09651		3.5.1.103
R12815	K25620	
R11606		1.8.2.5
R09170		
R04868		2.3.1.164
R07572	K15746,K23037	1.14.15.24
R06291	K04122,K21292	1.14.14.86
R13058	K21737	1.14.19.47
R04111	K02750,K02777,K02791,K20108	2.7.1.208
R08130		
R06090	K00718	2.4.1.69
R03062	K01060	3.1.1.41
R08910	K13564	4.3.2.6
R13126		3.2.1.219
R12935	K25570	2.6.1.121
R06782	K00529,K05708,K05709,K05710	1.14.12.19
R04933		
R08701	K03495,K03650	
R07956	K21722	1.14.13.178
R08005		1.21.3.6
R06628	K16438	5.1.3.-
R02016	K00384	1.8.1.9
R03168	K03896	2.3.1.102
R07131	K08251	2.4.1.-
R06683	K15950	1.14.13.180
R05435		1.14.12.-
R08941	K01131	3.1.6.2
R00978	K00207	1.3.1.2
R12576	K24110	6.2.1.62
R06158		3.2.1.33
R11078		5.1.1.21
R07123		
R12961	K01134	3.1.6.8
R12340		2.4.1.361
R11040	K07072	2.5.1.131
R01798		
R07854	K01721,K20807	4.2.1.84
R03697	K17712	1.14.14.1
R10982		1.2.1.-
R08725		
R06513	K01710	4.2.1.46
R04575		2.4.1.102
R09951	K00010	1.1.1.369
R08821		
R12611	K24287	1.11.2.6
R05715		1.8.1.15
R06113	K01226,K01232	3.2.1.93,3.2.1.122
R01026	K01049	3.1.1.7,3.1.1.8
R03981		2.4.1.74
R01888		2.7.1.95
R08059	K00300,K10714	1.5.1.-
R01457	K09828	1.3.1.72
R10493		4.2.3.143
R01300	K04105,K20458	6.2.1.27
R09738	K17829	1.3.1.86
R06242		4.2.2.1
R06890		1.14.13.-
R04140		3.5.5.5
R09103		1.1.-.-
R10130	K13548	1.1.1.329
R03703	K12695	3.2.1.125
R07187	K18054	1.14.11.25
R00569	K01510,K14641,K14642	3.6.1.5
R07702		1.13.11.-
R01286	K00816,K01760,K14155	4.4.1.13
R03807	K05282	1.14.11.12
R10793		1.14.14.124
R01449	K01026	2.8.3.1
R11180	K17623	3.1.3.96
R03107		3.1.1.4
R04385	K01961,K11262,K11263	6.3.4.14
R00484		3.5.1.7
R05081	K19005	2.7.8.20
R10683	K12640	1.14.-.-
R04090		3.1.2.6
R07114		
R07628	K09905	2.4.1.-
R09858	K16035	2.1.3.-
R01242	K01014	2.8.2.1
R07899	K00632,K07513	2.3.1.16
R02682		3.1.1.67
R01346	K22457	2.6.1.14
R00245	K00294,K13821	1.2.1.88
R06460	K16004,K16005	2.4.1.277
R07314		4.2.1.17
R03804		3.5.1.3
R03391	K00523,K12452	1.17.1.1
R04271		2.3.1.56
R12628		
R12309	K23373	4.1.1.117
R01530	K02467,K06041	5.3.1.13
R10517		1.6.3.2,1.6.3.4
R03135		1.1.3.30
R01604		1.2.1.15
R08678	K17725	1.13.11.18
R09527		2.3.1.194
R03081		4.1.2.18
R03489		2.4.3.1
R03059	K00807	4.4.1.20
R01722		2.4.1.196
R06947	K09838	1.14.15.21
R05676	K12635	2.1.1.38
R10201	K14135	2.5.1.100
R04400	K13395	1.14.19.68
R11358	K16046	1.14.15.28
R08778	K11695	2.3.2.18
R02927	K21621	2.7.1.101
R01167	K01590	4.1.1.22
R06000		2.4.3.8
R09907	K19010	5.4.99.47
R06940		3.5.1.-
R11806		1.14.14.48
R09815	K17875	1.14.14.152
R12146	K23005,K23007	1.1.1.414
R06367		6.2.1.-
R11874		1.5.98.3
R04330		1.1.1.53
R02580	K00069	1.1.1.141
R12769	K17948	5.1.3.24
R06260	K03847	2.4.1.260
R03818	K21569,K21570,K26398	1.14.15.1
R11704	K13668	2.4.1.346
R08102		
R07411	K02257	2.5.1.141
R02740	K01810,K06859,K13810,K15916	5.3.1.9
R09602		1.14.19.63
R13095		
R11872	K12424	6.2.1.50
R10780	K18690	2.7.1.186
R11537	K21059	6.2.1.51
R10249	K17055	1.1.1.318
R11321	K00719	2.4.1.79
R05163		2.3.1.153
R12834	K25487	1.14.14.-
R07773	K02188	2.1.1.195
R11546	K21310	2.1.1.334
R08764	K14974	1.14.13.114
R02085	K05607,K13766	4.2.1.18
R07822	K01217	3.2.1.76
R07167		1.4.99.2
R06943	K06446	1.3.99.-
R07166		1.4.99.6
R07662	K13014	3.5.1.-
R02002	K00530	1.18.1.4
R12387	K23523,K23524	2.4.1.366,2.4.1.367
R10845	K00832	2.6.1.57,2.6.1.107
R03381		1.2.1.-
R03552		2.3.1.48
R00804	K07757	3.1.3.23
R06498	K14375	2.4.1.-
R04957	K00647,K00665,K00667,K09458,K11533	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179,2.3.1.-
R11362	K21176	
R06623	K01127	3.1.4.50
R03574		2.4.1.81
R10624	K09834	5.5.1.24
R05712	K03385,K04016,K15876	1.7.2.2
R01227	K01081,K02566,K03787,K08693,K11751,K19970,K20881	3.1.3.5,3.1.3.-
R10460	K13010	2.6.1.102
R07112	K07415	1.14.14.-
R02319		3.6.1.5,3.6.1.15
R04023		2.7.11.7
R00878	K01805	5.3.1.5
R12067	K03184,K06134	1.14.99.60
R01144		3.1.1.44
R12433	K03800	6.3.1.20
R04885		4.1.1.-
R07421	K13224	1.14.14.157
R11443	K00684	2.3.2.6
R12969		3.2.1.62
R10457	K14134	2.5.1.110
R09082	K13747	4.1.1.96
R10015	K16178	2.1.1.249
R11123	K20080	
R07120		
R06067	K00704,K07966,K07967	2.4.1.22
R05257		1.13.11.-
R11412	K21254	2.3.1.-
R07521	K09846	2.1.1.210
R05768	K05947	2.4.1.217
R06601	K07127,K13484,K19964	3.5.2.17
R00408		
R08843		
R01686		2.1.4.1
R07145		1.1.1.14
R09277	K15062	
R00452		1.5.1.16
R06941	K00022,K00074,K01782,K01825,K07514	1.1.1.35,1.1.1.157
R10751	K18571	2.8.2.-
R03452	K13261	1.14.14.93
R08373	K14184	4.2.3.104
R00009	K03781	1.11.1.6,1.11.1.21
R10238		2.3.1.216
R00535		2.8.2.15
R04756	K01825,K07514,K07517,K13238,K13239,K18880	5.3.3.8
R09315	K13667	2.4.1.376
R12380	K12431	2.3.1.287
R07161		1.2.7.8
R08192		3.1.2.-
R11294	K20594	2.1.1.-
R10550	K18103	4.1.2.54
R06577	K13066	2.1.1.68
R07316		3.5.1.110,4.2.1.104
R04422		2.4.1.162
R03334		5.4.1.1
R08687		2.4.1.195
R04538		5.2.1.6
R06322	K05282	1.14.11.12
R00511	K01081,K02566,K03787,K08693,K08723,K11751,K19970,K24242,K25434	3.1.3.5,3.1.3.91,3.1.3.-
R03756	K14456,K14457,K14458	2.3.1.22
R10432		2.4.1.303
R01324	K01681,K01682	4.2.1.3
R01724	K00763	6.3.4.21
R00170		
R02606	K10222	3.7.1.8
R00767		2.7.1.11
R10925	K14937	1.14.14.128
R11503		1.11.1.16
R02253	K00487	1.14.14.91
R04081		2.4.1.69
R05969	K01001	2.7.8.15
R00509	K00860,K00955,K13811	2.7.1.25
R00812	K16269	1.3.1.19
R09709	K15821	5.4.99.31
R01853		1.4.3.21
R03268		2.4.2.35
R04397		3.5.1.66
R10461	K19725	2.6.99.3
R00657		3.4.13.12
R08354	K01833	6.3.1.9
R03733		1.1.1.129
R06045		2.4.1.183
R05711		1.7.1.6
R12733		2.3.1.300
R08794	K13384	2.1.1.115
R04505		2.1.1.84
R03617	K01202	3.2.1.46
R10694	K18395	1.14.13.-
R11996		1.1.3.2
R07975	K21723	1.14.13.179
R00524	K01455	3.5.1.49
R08408	K00157	1.2.3.1
R01053		6.3.4.7
R08398		
R00031	K00422	1.10.3.1,1.14.18.1
R07053	K08022	1.13.11.-
R09520	K05901,K16902	1.5.1.30,1.5.1.45
R11013	K18912	1.14.99.50
R11592		1.1.98.6
R01634	K18256	4.1.1.69
R13138		1.4.3.27
R03044		1.1.1.151
R10008		4.2.3.129
R00916		
R08458		
R06641	K05551,K05552,K05553	2.3.1.-
R02675	K05797,K20200	1.17.9.1
R00961	K01510,K01511,K12304,K12305,K14641,K14642,K16855	3.6.1.5,3.6.1.6,3.6.1.64
R12557	K24303	
R10913		1.7.3.6
R00293	K12450	4.2.1.76
R12758		4.1.99.1
R12706	K24952,K24953	
R02302	K01746,K13990	4.3.1.4
R04594	K02226,K22316	3.1.3.73
R02094	K00943	2.7.4.9,2.7.4.12
R07038	K08021	1.13.11.-
R09866	K16084	1.14.14.112
R05405	K15058,K15059	1.13.11.74
R01862		3.5.1.13
R04131		4.2.1.-
R08500		
R07538	K09847	1.14.15.9
R05503		1.97.1.-
R06679	K15941	1.13.12.-
R08310	K00001,K00121,K13951,K13952,K13953,K13980	1.1.1.1
R02201	K19743	1.5.1.1
R03094		2.4.1.121
R07579		
R07831		3.7.1.-
R05111		2.4.1.62
R10625		1.1.5.10
R06232		2.4.99.-
R09159	K14578,K14579,K14580,K14581	1.14.12.12
R05976	K00730,K07151,K12666,K12667,K12668,K12669,K12670,K12691,K19478,K26501,K26502	2.4.99.18
R05609		
R06924		1.2.3.-
R08379	K11146,K11147,K11150,K11151,K11152,K11153,K11161	1.1.1.300,1.1.1.-
R05289	K00141	1.2.1.7,1.2.1.28
R06004	K12373	3.2.1.52
R07244	K13042	2.1.1.157,2.1.1.161,2.1.1.162
R12879	K25523	1.14.14.-
R07514	K19185,K19186,K19187	1.5.99.14
R11928	K03388,K03389,K03390	1.8.98.4
R00291	K01784,K17716	5.1.3.2
R09509	K20509	7.2.4.1
R04811	K08764	2.3.1.176
R13050	K26113,K26114,K26115	1.1.1.436
R07611	K09656,K09657	2.4.1.244
R02586		2.8.2.20
R08873	K12914	2.1.1.326
R03176		1.1.1.145
R12885	K00014,K13830,K13832	1.1.1.25
R05434	K14599,K14600,K22715,K22716	1.14.12.-
R00436		6.5.1.3
R03018	K00867,K01947,K03525,K09680	2.7.1.33
R08184		3.1.2.-
R13162	K26491	2.4.2.-
R12281	K23152	2.5.1.148
R02055	K01613	4.1.1.65
R10014	K16176	2.1.1.248
R02813		4.2.1.53
R09332	K15948	2.4.1.327
R02560	K07811,K07812	1.7.2.3
R11965		3.1.1.103
R07291		3.1.1.5
R03718	K00659	2.3.1.65
R07517	K09845	1.14.99.-
R11610		2.5.1.137
R01803	K08080	1.14.18.2
R05170		3.5.3.21
R11461	K20902	2.7.1.210
R10919	K20142	1.1.1.386
R09591		6.3.1.13
R10770		6.2.1.42
R08029		
R03444	K16792,K16793,K17450	4.2.1.114,4.2.1.-
R08223	K10837	2.7.1.164
R12847	K25490	1.14.14.-
R10285		4.3.99.4
R07797		2.8.2.31
R10945		4.2.1.155
R07974	K21722	1.14.13.178
R06979	K06720	4.2.1.108
R10474		2.3.1.224
R06484	K14375	2.4.1.-
R03019		2.5.1.25
R06226		2.4.1.15
R06564	K13259	2.1.1.46
R07949		
R00192	K01251	3.13.2.1
R03523		3.8.1.5
R13128		3.2.1.218
R11098	K09022	3.5.99.10,4.3.1.19
R04619		2.4.1.138
R04795		
R10125	K13774,K13775	1.1.1.-
R07174	K20935	1.7.2.8
R04924		
R04943		
R11020	K12710	2.1.1.-
R08443		
R05904	K03663	2.4.1.152
R11781	K22311	2.3.1.265
R10654		2.8.4.4
R03378	K18201	2.7.1.81
R01202		1.1.1.240
R05117		3.2.1.18
R01700	K00164,K01616	1.2.4.2
R11960	K22598	2.6.1.114
R12349		2.4.1.362
R10318	K17645	1.14.14.116
R12856	K25499	
R08892	K13548	1.1.1.329
R03933	K00498	1.14.15.6
R11832		4.2.3.167
R11718	K22102	4.1.2.59
R04740	K01692,K01782,K01825,K07511,K07514,K07515,K10527,K13767	4.2.1.17,4.2.1.74
R11252		
R02236	K00287,K13998,K18589,K18590,K18591,K19643,K19644	1.5.1.3
R04709		2.3.1.151
R03086		1.14.99.11
R03467		3.1.1.26
R01873	K05358	1.1.5.8
R00047		1.14.99.-
R07342		3.1.1.2
R09901		4.2.3.101
R06469	K15813,K15815,K20658,K21928	5.4.99.39
R03139	K00276	1.4.3.21,1.4.3.22
R09443	K01253	3.3.2.9
R01836	K04119,K05296,K13368,K13369,K13370	1.1.1.51,1.1.1.239
R05308		1.3.1.57
R10858	K16873	1.1.3.47
R03776	K07512	1.3.1.8,1.3.1.38
R02662	K09699	2.3.1.168
R12994		
R07476	K08097	4.4.1.19
R08951		2.5.1.70
R09433		
R11749	K22004	4.1.1.113
R06602	K04781,K04782	4.2.99.21
R11598		1.14.14.41
R00832	K00673	2.3.1.109
R00034		4.1.99.3
R10980		3.1.1.-
R08657		1.1.5.3
R05304		2.7.1.77
R10943	K22114	6.3.2.47
R08987	K13067	2.1.1.-
R04392		1.14.99.24
R10306	K20215	2.1.1.98
R10430		2.1.1.280
R06523	K14182	4.2.3.21
R13013		1.14.11.78
R01159		2.1.1.-
R10349	K18385	
R12272	K23169	6.3.2.53
R07308		3.8.1.9,3.8.1.10
R12416		1.14.19.25
R10384	K18394	
R12369		1.14.18.10
R03258		2.7.6.4
R02170	K01434,K24041	3.5.1.11
R01805	K01097	3.1.3.29
R11557	K03760	2.7.8.43
R08816	K15776	2.4.1.-
R06246		1.1.99.18
R11888	K22321	2.8.2.38
R12783		6.2.1.73
R00805	K07024	3.1.3.24
R09322		1.1.5.8
R03755	K14456,K14457,K14458	2.3.1.22
R12604	K24252	1.1.1.-
R02707		3.2.1.-,5.1.3.14
R06374		
R06757	K12707	2.5.1.111
R11017		1.4.99.6
R13118		1.14.14.184
R09246	K05355,K21268	2.5.1.82
R06327	K12918	
R04967	K00208,K00665,K00668,K07512,K10780	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-,2.3.1.85,2.3.1.86
R05478		
R09089		2.6.1.-
R12975		1.1.3.29
R11336		1.1.1.397
R02125	K00157	1.2.3.1
R07881		2.8.3.-
R10079	K01725	4.2.1.104
R07373	K13608	1.14.13.101
R02226		2.7.7.47
R05720		1.13.11.48
R02416	K13065	2.3.1.133
R11222	K21207	1.14.19.72
R06465	K14372	1.14.-.-
R03366	K13066	2.1.1.68
R03440		1.14.99.2
R12564	K24283	3.6.1.-
R06733	K25581	
R08045		1.7.1.-
