reaction_id	kegg_orthologs	kegg_ec
R05238	K00128	1.2.1.3
R08682		1.1.1.-
R10485	K18317,K18583	2.3.1.226
R05416	K14751	1.13.11.-
R00173	K07758,K13248	3.1.3.74
R07749		
R12156	K23003	1.1.1.-
R07040	K18684	5.4.4.7
R08395		
R11304	K20598	
R09897		4.2.3.97
R02669		4.1.1.-
R03128		
R04172		4.1.1.-
R07491	K00227	1.14.19.20
R05179	K00592	2.1.1.127
R03963		1.1.1.165
R02644		5.3.3.1
R02808		2.1.1.49
R04305	K13382	4.2.1.78
R09175		
R09835	K18111	4.2.1.138
R11482	K21208	1.14.19.50
R12596	K24108	6.3.2.-
R00345	K01595	4.1.1.31
R11347	K20944	1.14.13.220
R08602		3.1.2.22
R09291	K14446	1.3.1.85
R03655	K01892	6.1.1.21
R07014	K01253	3.3.2.9
R08671	K11821,K22321	2.8.2.-
R11275	K20575	
R02362	K01051	3.1.1.11
R07892	K00232	1.3.3.6
R02224		
R10968		2.5.1.122
R06324	K12918	
R05230	K04128	2.1.3.7
R10245		1.4.3.19
R05132	K02753,K02777	2.7.1.-
R01998		1.1.1.192
R09152	K03268,K16268,K18089,K18090	1.14.12.11
R02131		1.14.14.19
R11774		1.1.1.412
R04783	K01190	3.2.1.23
R09237		1.13.11.-
R09251	K05356	2.5.1.85
R09461	K13407	1.14.-.-
R10009	K16188	4.2.3.130
R05986	K00737	2.4.1.144
R08482		
R05859		
R04525		3.1.1.66
R10100	K13018	2.3.1.201
R10692	K18395	1.14.13.-
R11882		1.16.3.3
R04477		2.4.1.180
R08724	K12408	1.1.1.181
R10507	K18318,K18319	1.5.-.-
R03232	K02768,K02769,K02770,K02771,K11194,K11195,K11196	2.7.1.202
R10539		1.14.11.44
R06774	K12712	
R12206	K12973	2.3.1.251
R03253		1.13.11.10
R09239		
R02701	K01593	4.1.1.28
R08163	K10782	3.1.2.14
R09220	K01061	3.1.1.45
R08343	K17689,K17712,K17721	1.14.14.1,1.14.14.-
R06084		3.2.1.20
R07296	K11992	3.1.2.27
R05404	K00446,K07104	1.13.11.2
R09931	K17056	1.1.1.319
R03648	K01893	6.1.1.22
R05706	K00299,K13562,K19285,K19286	1.5.1.38,1.5.1.39,1.5.1.-
R12615		1.14.11.72
R11068	K19549	
R04280	K04100,K04101,K15065	1.13.11.8,1.13.11.-
R10467	K17940	1.14.13.182
R08341	K17689	1.14.14.-
R10368	K18397	1.14.21.-
R00006	K01652,K01653,K11258	2.2.1.6
R10325	K17830	1.3.1.101
R06856	K03268,K16268,K18089,K18090	1.14.12.26
R08622	K00826	2.6.1.-
R02042		3.1.1.50
R05930	K02369,K02370	2.4.1.223
R10610	K21148	2.5.1.113
R01430	K00078,K14273	1.1.1.179
R07987	K00660	2.3.1.74
R07083	K00799,K04097,K13299,K23790	2.5.1.18
R08837		
R07239		
R06694	K15956	
R11569	K20260	
R01181		5.4.99.13
R11513	K13603	4.2.1.169
R05407	K15253	1.13.11.-
R10093	K06981	2.7.4.26
R10159	K00528	1.18.1.2,1.18.1.6
R00528	K00386,K05301	1.8.2.1
R03522	K00799,K04097,K13299,K21888,K23790,K25210	2.5.1.18
R01776	K00641,K00651,K19726	2.3.1.31
R04644		
R04259	K01860	5.5.1.7
R03529		4.99.1.2
R07886	K12932	2.3.1.-
R10270	K18202	4.2.3.134
R07109	K08726	3.3.2.10
R00263		
R12490		4.2.3.205
R00080		1.1.3.14,1.10.3.1
R09719	K10209	1.3.8.2
R00493		2.6.1.-
R12256	K23109	1.1.1.110
R08998		1.14.13.-
R00980		1.14.13.35
R07290		2.8.3.16
R10939	K11530	5.3.1.32
R04423		2.4.1.40
R10561	K17942	4.1.1.99
R05670	K12630	2.-.-.-
R10558	K17913	1.13.11.69
R11841		4.2.3.176
R09606		4.2.3.72
R03610	K07438	1.14.15.18
R04891	K00129	1.2.1.5
R11435	K15314	
R06734	K05354	1.1.1.236
R07023	K00799,K04097,K13299,K23790	2.5.1.18
R01613	K00660	2.3.1.74
R12860	K21285	2.7.8.44
R00160	K01513,K18453	3.6.1.9,3.6.1.18
R10797	K00125,K22516	1.17.98.3
R07057	K15718	1.13.11.58
R03687		1.3.99.18
R02454	K00040	1.1.1.57
R03806	K05282	1.14.11.12
R10657	K18827	2.7.1.181
R00939	K00287,K13938,K13998,K18589,K18590,K18591,K19643,K19644,K19645	1.5.1.3
R09289	K09019,K14468,K15039,K16066,K18602	1.1.1.298,1.1.1.-
R06083	K00770	2.4.2.24
R04964	K00059,K00665,K00667,K11533,K11539	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86,2.3.1.-
R02476	K00037	1.1.1.50,1.1.1.209,1.1.1.213
R08849		
R00581		1.4.1.7
R02083		3.1.2.5
R11054		1.14.14.130
R09862		1.14.14.111
R02325	K01494	3.5.4.13
R05294	K15766,K15767	1.14.12.14
R12690		2.8.1.2
R08150	K01063	3.1.1.59
R00910	K14755	6.3.2.11
R11906	K03782,K10789	1.11.1.21,1.11.2.2
R06118		3.2.1.63
R08806	K13233	2.3.1.218
R07668	K25916	2.1.1.382
R11256	K01236	3.2.1.141
R12871	K03367,K03739,K03740,K14188	6.1.1.13
R02943		2.5.1.34
R10310	K17652	1.1.1.352
R02743	K00682,K22596	4.3.2.9
R09132		1.3.1.-
R11997	K13669	2.4.1.-
R05575	K07547,K07548	1.1.1.429
R07340		2.4.1.240
R06474	K14373	
R00499		3.1.2.13
R12096	K17224	3.1.6.20
R01387		5.1.3.-
R05855	K12696	1.14.14.103
R00827		2.1.1.6
R04791		3.3.2.-
R09963	K21938	4.2.3.107
R07501	K12502,K18534	2.1.1.295
R01385	K08679	5.1.3.6
R07887	K10526	6.2.1.-
R07407	K06989	1.4.1.21
R01748		3.1.3.20
R10664		1.14.13.187
R09093		
R03293	K00286	1.5.1.2
R08497		
R04326	K00601,K01492,K11175,K11787	2.1.2.2
R09342	K15927	
R04700	K21692	1.14.14.97
R06571	K00083	1.1.1.195
R00227	K01067	3.1.2.1
R11794	K22314	3.4.19.16
R02189	K00886	2.7.1.63
R08970	K13075	3.1.1.81
R11105	K19981	
R00904	K00128,K00129,K00149,K14085	1.2.1.3,1.2.1.5,1.2.1.19
R01917	K01460,K01833,K01917	6.3.1.8,6.3.1.9
R07417	K09472	1.2.1.99
R01954	K01940	6.3.4.5
R00837	K01226,K01232	3.2.1.93,3.2.1.122
R03852		2.4.2.5
R07429	K09591	1.3.1.22
R00547		3.1.2.7
R11617	K22602	3.5.1.126
R10676	K24258	5.1.3.28
R07365	K16952	1.13.11.55
R08187		3.1.2.-
R09347	K15931	
R03407	K05296	1.1.1.51
R06208		3.2.1.80
R06897	K02509	4.2.1.-
R12325		1.14.15.37
R10601	K19067	1.3.8.11
R07548		
R07183		1.13.11.50
R09031	K17195	5.1.3.-
R03256	K01220	3.2.1.85
R11352		1.2.3.15
R07807	K12309	3.2.1.23
R06277	K04628	2.4.1.47
R11868		5.4.99.66
R00195		4.3.1.15
R00850		2.7.1.142
R08752		2.5.1.-
R04579	K13227	2.4.1.202
R12259	K23754	4.2.3.197
R09949		3.5.1.110
R13063	K05989	3.2.1.40
R06753	K12703,K12704	
R01263		3.5.1.14
R01399		2.1.3.6
R13139		1.4.3.27
R02618		1.4.1.-
R04345		5.5.1.11
R10137	K02851	2.7.8.35
R07832	K01034,K01035,K19709	2.8.3.8
R04744	K01692,K01782,K01825,K07511,K07514,K07515,K10527,K13767	4.2.1.17,4.2.1.74
R11174	K02233	2.7.8.26
R12735		2.3.1.301
R05646	K03272,K21344	2.7.1.167
R03793		1.1.99.31
R01076		3.5.1.12
R03538	K01119,K08693,K09769,K24670	3.1.4.16
R06938		
R01333	K07248	1.2.1.21
R12560		1.1.1.423
R03864	K07119,K13948,K13949	1.3.1.48
R01008		2.4.1.153
R05168	K02079	3.5.1.25
R06833	K15253	1.13.11.-
R02277		1.1.3.18
R06070		3.2.1.22
R10150	K08357,K08358,K08359	
R04831	K00038	1.1.1.53
R12605	K08973	1.3.99.-
R05902		2.4.1.-
R03884		2.8.3.12
R03134		2.5.1.51
R06447	K00806	2.5.1.31
R10308	K19653	1.1.1.347
R05645	K03271	5.3.1.28
R11158	K20089	1.14.13.217
R11696	K22098	1.1.1.415
R10131	K19190	1.1.1.328
R07874	K12338	2.4.1.298
R12423	K03644	2.8.1.8
R09121	K14038	4.2.3.30
R08535		
R10207	K20566	1.1.3.-
R03654	K01878,K01879,K01880,K14164	6.1.1.14
R04962	K00208,K00665,K00668,K07512,K10780	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-,2.3.1.85,2.3.1.86
R00399		2.3.1.263
R02879		1.14.15.3
R05102		1.6.2.4
R03464	K01499	3.5.4.27
R08549	K00164,K00382,K00658,K01616	1.2.1.105
R06227	K00716,K03663,K07632,K07633,K07634	2.4.1.65,2.4.1.152,2.4.1.-
R03508	K01609,K01656,K13498,K13501	4.1.1.48
R02418		3.4.19.12
R07651		3.4.13.22
R01711	K00275,K18607,K23998	1.1.3.12,1.4.3.5
R05546		
R07268	K00798,K19221	2.5.1.17
R10545	K15957	3.1.1.95
R10156	K17747	1.1.1.340
R09206		1.13.11.-
R03344		1.14.13.8
R04456	K00319	1.5.98.1
R01943	K01904	6.2.1.12
R13151	K26483	
R02968	K14578,K14579,K14580,K14581	1.14.12.12
R09780	K08094,K13831	5.3.1.27
R07543	K09844	4.2.1.131
R10597	K18240	4.1.3.45
R10857		1.1.3.47
R10879		1.14.13.-
R03288	K05604	3.4.13.5,3.4.13.20
R00212	K00656	2.3.1.54
R01093	K00011	1.1.1.21
R03349	K18012	1.4.1.11
R06925		4.1.1.-
R09696		4.2.1.110
R11405		1.14.19.73
R05001		
R00893	K00456	1.13.11.20
R05261	K08689,K15750,K18087,K18088	1.14.12.18
R09747	K15746,K22492	1.14.15.24
R03980		3.1.6.1
R00777		3.5.3.14
R01999	K15406	2.3.1.75
R10790		1.14.13.196
R00199	K01007	2.7.9.2
R07599	K00166,K00167,K11381	1.2.4.4
R11828		4.2.3.163
R11416	K21258	2.1.1.-
R04560	K00602,K01492	2.1.2.3
R12082		1.14.20.11
R10758	K18593	6.2.1.56
R05966	K01204	3.2.1.49
R06109		3.2.1.74
R07851	K15746	1.14.15.24
R12244	K21052	2.4.2.61
R12980		2.7.1.236
R05662	K02563	2.4.1.227
R09271	K15066	2.1.1.341
R10924	K20667	1.14.14.126
R04843	K00037	1.1.1.50
R11160		2.5.1.128
R12328	K11533	2.3.1.-
R07151		1.1.3.27
R09422		
R02227		2.7.1.87
R08744	K00659	2.3.1.65
R01351	K01054,K25824	3.1.1.23
R00914		2.8.3.-
R08437	K21311	2.1.1.336
R00859	K00392	1.8.7.1
R11642	K16265	1.14.14.41
R06025	K00716,K03663,K07632,K07633,K07634	2.4.1.65,2.4.1.152,2.4.1.-
R05176	K03274	5.1.3.20
R00912	K14755	6.3.2.11
R05058		
R12773		6.2.1.70
R04481	K20215	2.1.1.98
R05776	K08242	2.1.1.143
R00744		
R06315	K12928	
R12127		
R09324	K14464	2.4.1.-
R01918	K01460,K01833	3.5.1.78,3.5.1.-
R09183	K14582	1.3.1.29
R05530	K14367	2.4.1.328
R07610	K09656,K09657	2.4.1.244
R05958	K03369	
R06800	K12935	2.3.1.214
R05202	K10572,K19786	2.7.1.158
R10344	K17487	3.1.4.56
R04341		3.5.1.43
R12623		3.5.1.110
R02303		2.7.4.18
R08490		
R04005	K12356	2.4.1.111
R01230	K01951	6.3.5.2
R02212		1.14.99.4
R03908	K20450	5.4.99.4
R05309	K05783	1.3.1.-
R07008		
R05051	K00294,K13821	1.2.1.88
R09834	K15897	3.6.1.57
R03317	K02472	1.1.1.336
R07259		2.4.1.144
R01875		2.8.1.3
R10875	K24292,K24530	1.14.13.-
R05149	K00595	2.1.1.132
R01424	K01451	3.5.1.32
R01556		2.3.1.79
R08063		
R05263	K08689,K15750,K18087,K18088	1.14.12.18
R12707	K24954,K24955	
R00940	K00287,K13998,K18589,K18590,K18591,K19643,K19644	1.5.1.3
R07900		
R11629	K21612	6.4.1.9
R06725		
R12260	K23172	4.2.3.198
R10832	K18786	2.4.1.321
R04546	K00632,K07508,K07509,K07513	
R10985		1.1.1.387
R01055	K16329,K16330	4.2.1.70
R09781	K07264	2.4.2.43
R09694		4.2.1.110,4.2.1.111
R12180	K02292	
R07039	K18684	5.4.4.7
R10127	K08351	1.-.-.-
R07902		3.2.1.-
R04948	K13030	2.4.1.63,2.4.1.85,2.4.1.178
R08975		3.1.1.82
R07198		1.14.14.162
R03025	K00440,K00441,K00442,K00443	1.12.98.1
R08467		2.1.1.-
R04784		4.1.1.-
R03404	K01131	3.1.6.2
R10836	K18931	2.4.2.57
R02247		1.1.1.33
R07133		1.1.1.140
R08453		2.3.1.-
R09318	K00753	2.4.1.214
R11025	K00992	2.7.7.99
R09927		1.1.1.324
R10969		2.5.1.123
R05235	K10618	1.2.1.29
R08753		2.5.1.-
R06898		
R02684		1.1.1.188
R03358		4.2.1.87
R02112	K01176,K01177,K01208,K05343,K05992,K07405	3.2.1.1,3.2.1.2,3.2.1.133
R03592	K03378,K13394	1.1.1.218,1.1.1.247
R02100	K01520	3.6.1.23
R12962	K00725	2.4.1.92
R12829		
R10536	K20678	5.4.99.59
R08572	K00865,K11529	2.7.1.165
R02773	K13308,K20428,K20429,K21328	2.6.1.33
R12249	K23149	3.1.1.104
R11063		2.1.1.10
R10760	K01671	4.1.2.57
R13102		4.2.3.209
R12742		2.4.1.380
R04383	K01815	5.3.1.17
R10056	K10276	1.14.11.27,1.14.11.65
R02287	K00603,K13990	2.1.2.5
R06007		2.4.3.9
R05331		2.3.1.156
R04343		2.4.1.43
R09369		2.1.1.-
R07066	K07415	1.14.14.-
R00374	K10814,K10815,K10816	1.4.99.5
R06920		1.1.-.-
R09840	K02614	3.1.2.-
R08050	K10674	1.14.11.55
R04531		2.4.1.87
R00803	K00690	2.4.1.7
R13108		1.14.11.80
R05346		
R01178	K00248	1.3.8.1
R05037	K05277	1.14.20.4
R11314		
R01244	K01486,K21053	3.5.4.2
R11934	K22436	2.1.1.345
R04696	K13391	1.14.19.67
R04145		2.1.1.59
R10606		2.1.1.291
R06715	K15959	2.1.1.-
R08979		3.1.1.83
R13014		1.14.11.78
R10941	K22114	6.3.2.47
R05488	K14481,K14482	1.14.14.11
R07404	K01589	6.3.4.18
R02724		1.14.15.6
R13110		1.14.11.81
R11006		1.14.19.19
R10294		2.4.1.295
R01163	K00013,K14152	1.1.1.23
R02718	K03367,K14188	6.1.1.13
R03651	K09698	6.1.1.24
R12526		2.4.1.371
R11091		
R03399	K15856	1.1.1.187,1.1.1.281
R04761	K07434	1.14.14.14
R05174		4.2.1.98
R06681	K15943	5.5.1.23
R06706		
R10225	K21568	1.23.1.1
R00720	K01519	3.6.1.66
R00472	K01638	2.3.3.9
R04019	K01189,K07406,K07407	3.2.1.22
R11979	K22637	1.14.14.67
R05522	K14370	1.14.13.154
R08060	K00200,K00201,K00202,K00203,K00204,K00205,K11260,K11261	1.2.7.12
R09223	K00217	1.3.1.32
R07160	K00186,K00187,K00188,K00189	1.2.7.7
R05061		2.3.1.152
R03782		5.3.3.11
R08021		2.4.1.185
R13134		4.8.1.8
R09052		
R10953	K00915	2.7.1.151
R10255	K19665	2.7.8.38
R00891	K01697,K10150	4.2.1.22
R00866	K00846	2.7.1.3
R11975		1.14.14.63
R11914	K22445,K25072	1.2.99.10
R10506		
R08386		2.3.1.118
R09849	K15892	2.7.1.216
R12750		4.1.99.26
R02463		1.3.1.27
R12575		6.2.1.62
R09257	K14329	2.3.1.-
R05648	K11946	4.1.2.-
R01006		3.1.4.48
R06896	K19073	1.3.1.75
R04805	K00001	1.1.1.1
R04409		2.3.1.152
R04274		6.5.1.4
R00178	K01611	4.1.1.50
R09214		1.13.11.-
R05791		3.1.3.69
R09477	K17743	1.1.1.307,1.1.1.430
R12673		1.14.15.38
R10512		1.8.1.19
R08804		2.1.1.-
R02651		1.1.1.233
R09501	K00184,K00185,K07306,K07307,K07308	1.8.5.3
R11425		1.14.13.225
R01767	K08248,K20802	4.1.2.10
R01407		6.2.1.19
R07106	K00699	2.4.1.17
R10032	K13401,K14984	1.14.14.38,1.14.14.39
R02964	K00355,K03809,K19267	1.6.5.2
R07620	K00728	2.4.1.109
R06835	K01061	3.1.1.45
R09965		4.2.3.109
R08049		
R02996		2.8.2.22
R01213	K01649	2.3.3.13
R01981		
R06363	K01467,K17836,K17837,K17838,K18698,K18699,K18766,K18767	3.5.2.6
R05246	K15240	1.13.11.66
R03036	K01513,K04765	3.6.1.9
R08942	K01131	3.1.6.2
R02181	K01020,K04743	2.8.2.17
R00049		2.3.1.90
R05690		1.1.1.269
R09990	K17745	1.1.1.325
R11826		4.2.3.161
R05728	K13029	1.14.14.37
R07158		1.2.7.5
R09942	K18675	2.4.1.280
R08734	K01796	5.1.99.4
R07251	K20981,K20982	2.3.1.161
R05480		
R09405	K07409	1.14.14.1
R04289		
R11356		1.14.15.29
R11812		1.14.15.23
R02858	K15996	2.1.1.101
R06421	K07385,K18108	4.2.3.108,4.2.3.111
R00118		3.1.3.108,3.1.3.-
R01819	K01809,K15916,K16011	5.3.1.8
R03577		1.1.1.114
R02023	K00524,K00527	1.17.4.2
R07601	K00166,K00167,K11381	1.2.4.4
R12372		1.14.18.11
R10978	K19963	3.5.1.117
R05109		2.4.1.92
R07623	K09661	2.4.1.-
R06811		2.4.2.35
R07205		1.14.14.57
R08708	K15857	5.1.3.-
R06343	K04125	1.14.11.13
R07770	K03800,K23756	6.3.1.20
R02099	K00857,K05961	2.7.1.21,2.7.1.145
R08632		4.4.1.1
R01328		3.1.4.49
R06936	K00480	1.14.13.1
R08191		3.1.2.-
R04370		1.1.1.217
R07345		1.1.1.199
R01742		1.1.99.3
R02811	K08248,K08249,K13033,K14577	4.1.2.10,4.1.2.11,4.1.2.46,4.1.2.47
R05795	K00923,K02649	2.7.1.154
R00766	K00696	2.4.1.14
R13042	K07119,K13948,K13949	1.3.1.48
R12790	K00607	2.1.2.14
R11797	K22309	2.1.1.344
R10917	K19548	1.1.1.385
R09149		1.1.-.-
R02466	K01580,K18966	4.1.1.15,4.1.1.29
R03001		2.6.1.41
R01224	K25004,K25009	1.5.1.20,1.5.1.53
R05916	K03857,K03858,K03859,K03860,K03861,K09658,K11001,K11002	2.4.1.198
R02961		2.1.1.72
R11173	K02226	3.1.3.73
R03751	K01053,K14731	3.1.1.17,3.1.1.83
R10748	K18569	3.1.3.-
R10599	K15799	4.2.3.79
R11149	K21271	1.1.1.394
R11467	K21337	
R04852	K00512	1.14.14.19
R02570	K00658,K01616	2.3.1.61
R05212	K13386	2.1.1.116
R07064	K01047,K01058,K14621,K14674,K16342,K16343,K16817	3.1.1.4
R00260	K01776	5.1.1.3
R10499		2.6.1.-
R01441		2.7.1.85
R02917		2.1.1.34
R01983	K01812	5.3.1.12
R11147		1.1.1.394
R02019	K00525,K00526,K10807,K10808	1.17.4.1
R04754	K00232,K00249,K00255,K06445	1.3.3.6,1.3.8.7,1.3.8.8,1.3.99.-
R05186		1.19.6.1
R00937	K00287,K13998,K18589,K18590,K18591,K19643,K19644	1.5.1.3
R07029		
R00085		3.6.1.5
R10265		2.4.1.295
R08414	K26065	
R00471	K18123	4.1.3.16
R06714		
R10091	K03895	6.3.2.39
R07757	K13264	2.3.1.115
R01879		1.14.11.3
R08988		
R04573	K01798,K01929	6.3.2.10
R02863	K10811	2.5.1.2
R12844		2.1.1.-
R11220	K02516,K19737	2.1.1.320
R07022	K07408,K07409,K07415	1.14.14.1,1.14.14.-
R13004		2.4.99.24
R02612	K13371,K13372	1.4.9.2
R11772	K22233	5.1.-.-
R05318		1.9.98.1
R07334		2.4.1.224
R09442	K07408,K07410	1.14.14.1
R03098	K00143	1.2.1.95
R08017	K10678,K10679,K10680	1.-.-.-
R06086	K00718	2.4.1.69
R02344		
R06521	K01080,K04716,K04717	3.1.3.4,3.1.3.-
R12120		1.14.14.154
R10263		2.4.1.297
R12346		3.1.4.60
R05943	K03369	2.4.99.-
R06412	K01692,K01782,K01825	4.2.1.17
R08946	K13057	2.4.1.245
R12431	K23750	2.3.1.-
R06724		
R00475	K00104,K11472,K11473,K11517	1.1.3.15
R07006		
R02380	K13068	2.4.1.120,2.4.1.126
R11991		1.14.20.4
R07478		2.5.1.46
R02406		6.2.1.4
R09447		
R09800	K15783	3.5.4.44
R12675		1.14.99.68
R13064	K05989	3.2.1.40
R05834		2.1.1.50
R09729		2.7.1.163
R04265	K12453	1.1.1.342
R05155		1.13.11.48
R10870		4.2.2.5,4.2.2.20,4.2.2.21
R11680	K21797,K21798	3.1.3.-
R07764	K02372,K11533	2.3.1.-,4.2.1.-
R03080		1.1.1.77
R06665		
R02898		5.5.1.6
R12631		1.8.2.7
R04504		
R01228	K00892,K22026	2.7.1.73
R06338	K04125	1.14.11.13
R08796		
R05336	K18122	2.8.3.-
R05167		3.5.1.79
R08749		2.5.1.-
R04118		3.2.1.123
R12176		1.14.20.15
R01599		1.14.99.1
R10435		2.4.1.306
R01708	K05275	1.1.1.65
R04441	K01687	4.2.1.9
R02890		2.4.1.29
R00094	K00383	1.8.1.7
R11600		1.3.8.13
R11686	K22091	2.1.1.-
R11162		1.14.14.21
R06893		3.1.1.2
R11231		1.2.1.31
R12722		6.2.1.66
R00402	K18556,K18557,K18558,K18559,K18560	1.3.1.6
R06328		
R12574		6.2.1.63
R12460		1.14.11.66,1.14.11.67,1.14.11.68,1.14.11.69
R07480		2.5.1.46
R12233		1.14.19.75
R10466	K19723	3.5.3.25
R07472		
R10483		
R07428		
R06046		2.4.1.199
R10456		2.5.1.109
R09962		4.2.3.106
R02383	K00505	1.14.13.-,1.14.18.1
R04879		
R12525		2.4.1.371
R11921	K09121	4.99.1.12
R06765		
R10626	K16006	1.14.15.33
R04513	K01110	3.1.3.67
R08061		
R04910		1.3.1.-
R03650	K01883,K01884	6.1.1.16
R10473		2.3.1.224
R08246	K00569	2.1.1.67
R04736		5.1.1.15
R00617	K00946	2.7.4.16
R03813	K00684	2.3.2.6
R00042		1.2.3.13
R00576		2.6.1.15
R08232	K00876	2.7.1.48
R01579	K01425,K05597,K23265	3.5.1.2,3.5.1.35,3.5.1.38
R09360	K26056	
R09215	K01860	5.5.1.7
R03063		2.6.1.74
R11380		1.1.3.49
R07297		3.1.3.5
R01633	K18076	1.3.1.53
R12625		3.5.1.110
R04591	K01587,K01923,K13713	6.3.2.6
R11754		
R00997	K01505	3.5.99.7
R04726	K00647,K00665,K00667,K09458,K11533	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179,2.3.1.-
R00129		4.2.1.93
R07683		1.14.99.-
R09154		1.97.1.-
R09667		2.4.1.270
R12468		2.3.1.290
R10830	K01195	3.2.1.31
R10188	K15914	2.4.1.290
R01374	K00285	1.4.5.1
R05797		3.1.1.75
R11410		4.2.3.156
R12435	K23763	
R05794	K01004	2.7.8.24
R12306	K23378	1.14.11.62
R05838	K03474	2.6.99.2
R01584		1.4.1.17
R06884		1.14.13.-
R12854	K25497	2.1.1.-
R09583		1.14.14.156
R04772	K08247	2.1.1.12
R01617	K14329	2.3.1.64
R08100	K05549,K05550,K05784	1.14.12.10
R01623	K08682	3.1.4.14
R03325	K00212,K05295	1.1.1.149
R12418	K23666	1.14.14.-
R02508	K01739	2.5.1.48
R11820	K22946	4.2.1.173
R07278		2.6.99.1
R08705	K12451	1.1.1.-
R00448	K03897	1.14.13.59
R06982	K03396	4.4.1.22
R03034		3.1.1.25
R04641		3.5.4.20
R00138		3.6.1.25
R11032	K19744	1.4.1.25
R02356	K07424,K17689,K17690	1.14.14.1,1.14.14.-
R10164	K10535	1.7.2.6
R12055	K00837	2.6.1.-
R09535		3.4.17.23
R10389	K19823	1.7.3.1
R05330		2.3.1.176
R04491	K13646	2.4.1.66
R07202	K09843	1.14.14.137
R08523		1.11.1.8
R04900	K22772	2.4.1.159
R12104		
R08563		
R13024		1.5.3.25
R06768	K12722,K12724	
R11973	K22638	1.14.14.61
R12923		1.14.13.250
R12484		1.1.1.419
R06986		2.4.1.232
R03780		2.7.1.136
R03363	K01108,K01110	3.1.3.64,3.1.3.67
R12216	K15737	1.14.11.64
R05337		
R00105		2.7.1.86
R06100		3.2.1.26
R05937	K03370	2.4.3.9
R03476		
R10266	K15912,K24300,K24301	4.2.1.135
R09491	K21796	1.3.7.6
R05629	K01000	2.7.8.13
R00730	K13027	1.14.14.36
R08940	K13060,K13061,K13062,K20248,K20249,K20250,K22954,K22955,K22956,K22957,K22968	2.3.1.184
R00359	K00272	1.4.3.1,1.4.3.15
R12170	K10226	1.14.19.3
R04098		
R05931	K00747,K03419,K13499,K13500	2.4.1.226
R06825		
R12404	K07748	1.1.1.170
R12115		1.3.99.39
R03817	K02636	7.1.1.6
R04556	K07119,K13948,K13949	1.3.1.48
R03919	K00430,K03782,K11188	1.11.1.7,1.11.1.21
R06112		3.2.1.86
R09787		1.20.2.1,1.20.9.1
R11837		4.2.3.172
R09713	K15822	5.4.99.38
R05363	K22677	3.7.1.-
R09198	K14256	1.14.13.234
R08607		1.14.14.45
R10192		1.13.11.65
R06105		3.2.1.74
R08726		
R09417	K01253	3.3.2.9
R10929	K19412,K25032	6.3.2.60
R07955	K21722	1.14.13.178
R10948	K01954,K01955,K01956,K11540,K11541	6.3.5.5
R12785		1.2.1.107
R06190	K00709	2.4.1.37
R12299	K12345	1.3.1.94
R01406	K01909,K05939	6.2.1.20
R07520	K09845	1.3.99.27
R10831	K01207	3.2.1.52
R10205	K06167	3.1.4.55
R10024		1.14.14.114
R03743		3.5.2.6
R10162	K17476	1.14.19.8
R00283		1.3.7.8
R03245	K00938,K13273	2.7.4.2
R10816	K08311	3.6.1.-
R03707	K03366,K18009	1.1.1.76
R11694	K22097	3.1.1.105
R01135	K01939	6.3.4.4
R10534	K20499	3.13.1.5
R01926	K04718	2.7.1.91
R08495		
R01790	K01178,K12047,K21574	3.2.1.3
R05260		
R09373	K00816	2.6.1.-
R06778	K12705,K12709	
R02404	K01902,K01903	6.2.1.5
R00320		2.7.2.12
R05116		2.4.3.2
R02432		2.7.7.46
R06990	K03464	5.3.3.4
R08540	K14186	4.2.3.56
R00033		1.1.3.23
R00423		
R11618		1.1.3.41
R08754	K10960	1.3.1.-
R03195		
R05624	K01212	3.2.1.65
R03089	K07408	1.14.14.1
R03259		3.1.4.17
R03211		3.7.1.10
R04374	K18384,K22548	4.2.1.77
R07951	K12405	4.2.1.119
R10269		4.2.1.137
R00158	K09903,K13800,K13809	2.7.4.4,2.7.4.14,2.7.4.22
R09517	K16901,K16902	1.14.14.8
R07551		
R10154	K18091	1.14.13.170
R08992		
R07009		
R07582		3.1.3.76
R12457		1.8.1.21
R07848		
R07803		
R06989	K01856	5.5.1.1
R06216		2.4.99.-
R10420	K21130	1.1.1.356
R08991	K13243,K13244,K13245,K13246	3.1.4.52
R08615	K00699	2.4.1.17
R10262		2.4.1.298
R09632		2.4.1.247
R09325	K14250	
R08400		2.5.1.20
R12903	K13678	2.4.1.-
R06505	K15999	
R09863		1.14.14.111
R11701	K21935	2.3.1.264
R04146		3.1.1.58
R08646	K21360	1.1.1.-
R10843	K22458	1.13.11.84
R02013	K15088,K21925,K21926	4.2.3.16
R01709	K00157	1.2.3.1,1.2.3.8
R11375	K01988	2.4.1.228
R11556	K03760	2.7.8.43
R13141		1.4.3.27
R08827		
R12609		4.1.1.120
R05098		
R05074	K02527	2.4.99.13
R07021	K07408,K07409,K07415	1.14.14.1,1.14.14.-
R09067	K04040	2.5.1.62
R01826	K01626,K03856,K13853	2.5.1.54
R12826	K18054	1.14.11.24
R00325		4.1.3.22
R11531		1.3.7.14
R07654	K10210	1.14.99.44
